Date,Description,Amount,Category
02 Dec,"02 Dec Bonus Credit 20,734.99 3,205,494.44",3205494.44,Others
02 Dec,"02 Dec EMI Debit 19,502.22 3,185,992.22",3185992.22,Others
02 Dec,"02 Dec Interest Credit 35,364.78 3,221,357.00",3221357.0,Others
03 Dec,"03 Dec Refund - Flipkart 18,987.02 3,240,344.02",3240344.02,Shopping
03 Dec,"03 Dec Freelance Payment 19,429.11 3,259,773.13",3259773.13,Others
04 Dec,"04 Dec Flight Ticket - IndiGo 12,389.36 3,247,383.77",3247383.77,Others
05 Dec,"05 Dec Refund - Flipkart 12,535.32 3,259,919.09",3259919.09,Shopping
05 Dec,"05 Dec Hotel Booking 18,835.73 3,241,083.36",3241083.36,Others
07 Dec,"07 Dec Hotel Booking 18,186.86 3,222,896.50",3222896.5,Others
07 Dec,"07 Dec Rental Income 49,353.00 3,272,249.50",3272249.5,Rent
07 Dec,"07 Dec Bonus Credit 5,521.28 3,277,770.78",3277770.78,Others
08 Dec,"08 Dec Refund - Amazon 18,787.72 3,296,558.50",3296558.5,Shopping
08 Dec,"08 Dec Insurance Claim 7,147.09 3,303,705.59",3303705.59,Others
10 Dec,"10 Dec Netflix Subscription 14,675.74 3,289,029.85",3289029.85,Others
10 Dec,"10 Dec Grocery - BigBasket 11,837.19 3,277,192.66",3277192.66,Others
12 Dec,"12 Dec Bonus Credit 28,850.29 3,306,042.95",3306042.95,Others
12 Dec,"12 Dec Refund - Amazon 26,785.86 3,332,828.81",3332828.81,Shopping
12 Dec,"12 Dec Bill Payment - Electricity 2,895.30 3,329,933.51",3329933.51,Utilities
13 Dec,"13 Dec Flight Ticket - IndiGo 7,288.47 3,322,645.04",3322645.04,Others
13 Dec,"13 Dec Mutual Fund SIP 4,374.78 3,318,270.26",3318270.26,Others
14 Dec,"14 Dec Interest Credit 18,429.09 3,336,699.35",3336699.35,Others
14 Dec,"14 Dec EMI Debit 14,110.80 3,322,588.55",3322588.55,Others
14 Dec,"14 Dec Netflix Subscription 18,660.36 3,303,928.19",3303928.19,Others
16 Dec,"16 Dec Salary Credit 40,400.21 3,344,328.40",3344328.4,Income
16 Dec,"16 Dec Mobile Recharge 1,299.70 3,343,028.70",3343028.7,Utilities
16 Dec,"16 Dec Salary Credit 22,141.74 3,365,170.44",3365170.44,Income
17 Dec,"17 Dec Mutual Fund SIP 9,890.99 3,355,279.45",3355279.45,Others
17 Dec,"17 Dec Bill Payment - Electricity 14,715.23 3,340,564.22",3340564.22,Utilities
19 Dec,"19 Dec Bill Payment - Electricity 16,941.36 3,323,622.86",3323622.86,Utilities
20 Dec,"20 Dec Bill Payment - Electricity 19,859.70 3,303,763.16",3303763.16,Utilities
20 Dec,"20 Dec EMI Debit 8,675.84 3,295,087.32",3295087.32,Others
20 Dec,"20 Dec Netflix Subscription 17,798.18 3,277,289.14",3277289.14,Others
21 Dec,"21 Dec Refund - Flipkart 32,568.07 3,309,857.21",3309857.21,Shopping
21 Dec,"21 Dec Medical - Pharmacy 15,644.15 3,294,213.06",3294213.06,Others
23 Dec,"23 Dec Fuel - HPCL 226.44 3,293,986.62",3293986.62,Travel
23 Dec,"23 Dec Dividend Credit 11,648.88 3,305,635.50",3305635.5,Others
23 Dec,"23 Dec Rental Income 42,850.94 3,348,486.44",3348486.44,Rent
24 Dec,"24 Dec Grocery - BigBasket 13,106.89 3,335,379.55",3335379.55,Others
24 Dec,"24 Dec Mobile Recharge 11,531.32 3,323,848.23",3323848.23,Utilities
25 Dec,"25 Dec Refund - Amazon 7,840.05 3,331,688.28",3331688.28,Shopping
26 Dec,"26 Dec Salary Credit 26,904.39 3,358,592.67",3358592.67,Income
27 Dec,"27 Dec Mutual Fund SIP 19,097.75 3,339,494.92",3339494.92,Others
28 Dec,"28 Dec Grocery - BigBasket 13,197.52 3,326,297.40",3326297.4,Others
28 Dec,"28 Dec Refund - Amazon 21,502.04 3,347,799.44",3347799.44,Shopping
29 Dec,"29 Dec Mobile Recharge 4,422.99 3,343,376.45",3343376.45,Utilities
31 Dec,"31 Dec Bill Payment - Water 18,893.29 3,324,483.16",3324483.16,Utilities
,Account Number IN04 0007 8901 2345,2345.0,Others
,IFSC Code HDFC0007890,7890.0,Others
,"Opening Balance Rs. 92,400.00",92400.0,Others
,"Total Credits (+) Rs. 5,929,782.19",5929782.19,Others
,"Total Debits (–) Rs. 3,042,826.40",3042826.4,Others
,"Closing Balance Rs. 2,979,355.79",2979355.79,Others
01 Jan,"01 Jan Insurance Claim 43,442.87 135,842.87",135842.87,Others
01 Jan,"01 Jan FD Maturity 2,936.11 138,778.98",138778.98,Others
01 Jan,"01 Jan Dividend Credit 10,678.80 149,457.78",149457.78,Others
04 Jan,"04 Jan Bill Payment - Water 11,608.24 137,849.54",137849.54,Utilities
05 Jan,"05 Jan Hotel Booking 2,495.13 135,354.41",135354.41,Others
06 Jan,"06 Jan Grocery - BigBasket 6,405.90 128,948.51",128948.51,Others
06 Jan,"06 Jan Freelance Payment 4,994.15 133,942.66",133942.66,Others
07 Jan,"07 Jan Flight Ticket - IndiGo 10,223.83 123,718.83",123718.83,Others
07 Jan,"07 Jan Dividend Credit 19,311.44 143,030.27",143030.27,Others
08 Jan,"08 Jan Mobile Recharge 2,091.31 140,938.96",140938.96,Utilities
08 Jan,"08 Jan Medical - Pharmacy 16,747.04 124,191.92",124191.92,Others
08 Jan,"08 Jan Swiggy Order 13,074.84 111,117.08",111117.08,Food
10 Jan,"10 Jan EMI Debit 415.42 110,701.66",110701.66,Others
10 Jan,"10 Jan ATM Withdrawal 17,956.89 92,744.77",92744.77,Others
10 Jan,"10 Jan Rental Income 12,825.41 105,570.18",105570.18,Rent
12 Jan,"12 Jan Hotel Booking 2,890.39 102,679.79",102679.79,Others
15 Jan,"15 Jan Mobile Recharge 13,252.95 89,426.84",89426.84,Utilities
16 Jan,"16 Jan Amazon Purchase 8,442.86 80,983.98",80983.98,Shopping
16 Jan,"16 Jan Amazon Purchase 19,309.47 61,674.51",61674.51,Shopping
16 Jan,"16 Jan NEFT Inward 46,285.25 107,959.76",107959.76,Bank Transfer
18 Jan,"18 Jan Refund - Flipkart 20,480.89 128,440.65",128440.65,Shopping
18 Jan,"18 Jan Mutual Fund SIP 5,377.11 123,063.54",123063.54,Others
18 Jan,"18 Jan Salary Credit 1,778.59 124,842.13",124842.13,Income
19 Jan,"19 Jan Dividend Credit 43,665.40 168,507.53",168507.53,Others
19 Jan,"19 Jan Rental Income 19,163.32 187,670.85",187670.85,Rent
19 Jan,"19 Jan Bill Payment - Water 3,477.83 184,193.02",184193.02,Utilities
21 Jan,"21 Jan Bill Payment - Electricity 1,933.27 182,259.75",182259.75,Utilities
21 Jan,"21 Jan Dividend Credit 24,046.62 206,306.37",206306.37,Others
22 Jan,"22 Jan Bonus Credit 30,361.92 236,668.29",236668.29,Others
22 Jan,"22 Jan Refund - Amazon 24,074.05 260,742.34",260742.34,Shopping
22 Jan,"22 Jan Refund - Flipkart 32,990.53 293,732.87",293732.87,Shopping
24 Jan,"24 Jan Grocery - BigBasket 16,638.68 277,094.19",277094.19,Others
24 Jan,"24 Jan NEFT Inward 25,979.33 303,073.52",303073.52,Bank Transfer
24 Jan,"24 Jan UPI Transfer Received 4,568.35 307,641.87",307641.87,Bank Transfer
25 Jan,"25 Jan Interest Credit 30,943.22 338,585.09",338585.09,Others
25 Jan,"25 Jan Bonus Credit 9,639.02 348,224.11",348224.11,Others
25 Jan,"25 Jan FD Maturity 35,667.79 383,891.90",383891.9,Others
26 Jan,"26 Jan Medical - Pharmacy 2,720.97 381,170.93",381170.93,Others
26 Jan,"26 Jan Insurance Claim 7,688.44 388,859.37",388859.37,Others
28 Jan,"28 Jan Amazon Purchase 15,904.48 372,954.89",372954.89,Shopping
28 Jan,"28 Jan Interest Credit 31,914.22 404,869.11",404869.11,Others
28 Jan,"28 Jan Rental Income 16,465.35 421,334.46",421334.46,Rent
29 Jan,"29 Jan Fuel - HPCL 6,943.65 414,390.81",414390.81,Travel
29 Jan,"29 Jan EMI Debit 4,375.24 410,015.57",410015.57,Others
29 Jan,"29 Jan EMI Debit 2,444.60 407,570.97",407570.97,Others
30 Jan,"30 Jan Refund - Amazon 44,680.08 452,251.05",452251.05,Shopping
30 Jan,"30 Jan Freelance Payment 43,662.57 495,913.62",495913.62,Others
31 Jan,"31 Jan Mutual Fund SIP 13,393.45 482,520.17",482520.17,Others
31 Jan,"31 Jan Mobile Recharge 5,330.98 477,189.19",477189.19,Utilities
31 Jan,"31 Jan Freelance Payment 1,757.99 478,947.18",478947.18,Others
01 Feb,"01 Feb UPI Transfer Received 48,766.85 527,714.03",527714.03,Bank Transfer
03 Feb,"03 Feb FD Maturity 17,707.40 545,421.43",545421.43,Others
03 Feb,"03 Feb UPI Transfer Received 49,223.43 594,644.86",594644.86,Bank Transfer
04 Feb,"04 Feb Freelance Payment 47,091.86 641,736.72",641736.72,Others
05 Feb,"05 Feb Salary Credit 34,188.43 675,925.15",675925.15,Income
06 Feb,"06 Feb Netflix Subscription 7,143.34 668,781.81",668781.81,Others
08 Feb,"08 Feb Amazon Purchase 13,904.53 654,877.28",654877.28,Shopping
08 Feb,"08 Feb NEFT Inward 5,456.83 660,334.11",660334.11,Bank Transfer
09 Feb,"09 Feb Netflix Subscription 15,046.97 645,287.14",645287.14,Others
10 Feb,"10 Feb Fuel - HPCL 5,640.59 639,646.55",639646.55,Travel
10 Feb,"10 Feb Dividend Credit 45,097.35 684,743.90",684743.9,Others
10 Feb,"10 Feb Netflix Subscription 9,413.28 675,330.62",675330.62,Others
11 Feb,"11 Feb Freelance Payment 12,940.80 688,271.42",688271.42,Others
11 Feb,"11 Feb Bill Payment - Electricity 4,254.22 684,017.20",684017.2,Utilities
13 Feb,"13 Feb NEFT Inward 24,306.14 708,323.34",708323.34,Bank Transfer
13 Feb,"13 Feb Swiggy Order 16,159.07 692,164.27",692164.27,Food
13 Feb,"13 Feb Dividend Credit 8,392.43 700,556.70",700556.7,Others
14 Feb,"14 Feb Mobile Recharge 5,046.61 695,510.09",695510.09,Utilities
14 Feb,"14 Feb Refund - Amazon 48,186.19 743,696.28",743696.28,Shopping
14 Feb,"14 Feb Insurance Claim 20,371.31 764,067.59",764067.59,Others
15 Feb,"15 Feb Refund - Amazon 7,549.22 771,616.81",771616.81,Shopping
16 Feb,"16 Feb Refund - Amazon 6,305.95 777,922.76",777922.76,Shopping
16 Feb,"16 Feb Hotel Booking 15,455.99 762,466.77",762466.77,Others
17 Feb,"17 Feb Bill Payment - Water 6,046.56 756,420.21",756420.21,Utilities
18 Feb,"18 Feb Insurance Claim 44,071.23 800,491.44",800491.44,Others
18 Feb,"18 Feb Salary Credit 13,969.09 814,460.53",814460.53,Income
18 Feb,"18 Feb UPI Transfer Received 44,610.28 859,070.81",859070.81,Bank Transfer
19 Feb,"19 Feb Insurance Claim 8,838.57 867,909.38",867909.38,Others
19 Feb,"19 Feb Insurance Premium 15,909.67 851,999.71",851999.71,Others
19 Feb,"19 Feb Insurance Claim 5,600.98 857,600.69",857600.69,Others
20 Feb,"20 Feb FD Maturity 42,573.29 900,173.98",900173.98,Others
20 Feb,"20 Feb Medical - Pharmacy 19,268.56 880,905.42",880905.42,Others
23 Feb,"23 Feb EMI Debit 14,675.61 866,229.81",866229.81,Others
23 Feb,"23 Feb EMI Debit 6,643.71 859,586.10",859586.1,Others
24 Feb,"24 Feb FD Maturity 5,505.98 865,092.08",865092.08,Others
24 Feb,"24 Feb Rental Income 25,001.32 890,093.40",890093.4,Rent
25 Feb,"25 Feb Hotel Booking 2,168.91 887,924.49",887924.49,Others
25 Feb,"25 Feb Fuel - HPCL 16,764.50 871,159.99",871159.99,Travel
25 Feb,"25 Feb Fuel - HPCL 17,420.83 853,739.16",853739.16,Travel
02 Mar,"02 Mar Rental Income 33,794.17 887,533.33",887533.33,Rent
03 Mar,"03 Mar ATM Withdrawal 14,393.95 873,139.38",873139.38,Others
03 Mar,"03 Mar FD Maturity 39,512.75 912,652.13",912652.13,Others
03 Mar,"03 Mar Fuel - HPCL 10,503.03 902,149.10",902149.1,Travel
04 Mar,"04 Mar Amazon Purchase 610.25 901,538.85",901538.85,Shopping
04 Mar,"04 Mar UPI Transfer Received 47,324.51 948,863.36",948863.36,Bank Transfer
04 Mar,"04 Mar Salary Credit 20,901.12 969,764.48",969764.48,Income
05 Mar,"05 Mar Mobile Recharge 5,144.93 964,619.55",964619.55,Utilities
05 Mar,"05 Mar Refund - Amazon 48,296.64 1,012,916.19",1012916.19,Shopping
05 Mar,"05 Mar FD Maturity 2,866.06 1,015,782.25",1015782.25,Others
06 Mar,"06 Mar Mutual Fund SIP 3,295.78 1,012,486.47",1012486.47,Others
06 Mar,"06 Mar Amazon Purchase 15,091.05 997,395.42",997395.42,Shopping
07 Mar,"07 Mar Swiggy Order 6,741.89 990,653.53",990653.53,Food
07 Mar,"07 Mar Insurance Claim 15,638.84 1,006,292.37",1006292.37,Others
07 Mar,"07 Mar Rental Income 20,600.23 1,026,892.60",1026892.6,Rent
08 Mar,"08 Mar Grocery - BigBasket 15,155.63 1,011,736.97",1011736.97,Others
08 Mar,"08 Mar Refund - Flipkart 35,516.11 1,047,253.08",1047253.08,Shopping
08 Mar,"08 Mar Refund - Flipkart 22,169.57 1,069,422.65",1069422.65,Shopping
09 Mar,"09 Mar Bill Payment - Water 6,522.92 1,062,899.73",1062899.73,Utilities
10 Mar,"10 Mar Insurance Premium 18,185.72 1,044,714.01",1044714.01,Others
11 Mar,"11 Mar Interest Credit 34,933.99 1,079,648.00",1079648.0,Others
14 Mar,"14 Mar Mutual Fund SIP 3,000.73 1,076,647.27",1076647.27,Others
14 Mar,"14 Mar Fuel - HPCL 7,995.46 1,068,651.81",1068651.81,Travel
14 Mar,"14 Mar Refund - Amazon 47,825.71 1,116,477.52",1116477.52,Shopping
16 Mar,"16 Mar ATM Withdrawal 8,906.47 1,107,571.05",1107571.05,Others
16 Mar,"16 Mar Refund - Amazon 8,173.08 1,115,744.13",1115744.13,Shopping
18 Mar,"18 Mar Interest Credit 34,906.42 1,150,650.55",1150650.55,Others
18 Mar,"18 Mar Bonus Credit 11,678.72 1,162,329.27",1162329.27,Others
18 Mar,"18 Mar Insurance Premium 2,993.00 1,159,336.27",1159336.27,Others
19 Mar,"19 Mar Hotel Booking 17,164.87 1,142,171.40",1142171.4,Others
20 Mar,"20 Mar Rental Income 27,785.69 1,169,957.09",1169957.09,Rent
20 Mar,"20 Mar Freelance Payment 9,709.87 1,179,666.96",1179666.96,Others
20 Mar,"20 Mar Fuel - HPCL 12,582.38 1,167,084.58",1167084.58,Travel
21 Mar,"21 Mar EMI Debit 19,640.13 1,147,444.45",1147444.45,Others
21 Mar,"21 Mar Interest Credit 18,543.47 1,165,987.92",1165987.92,Others
22 Mar,"22 Mar Netflix Subscription 1,633.10 1,164,354.82",1164354.82,Others
22 Mar,"22 Mar Insurance Claim 41,458.67 1,205,813.49",1205813.49,Others
23 Mar,"23 Mar Bill Payment - Water 11,621.27 1,194,192.22",1194192.22,Utilities
24 Mar,"24 Mar Swiggy Order 2,185.67 1,192,006.55",1192006.55,Food
24 Mar,"24 Mar Swiggy Order 14,379.53 1,177,627.02",1177627.02,Food
24 Mar,"24 Mar ATM Withdrawal 11,527.76 1,166,099.26",1166099.26,Others
25 Mar,"25 Mar Medical - Pharmacy 9,992.95 1,156,106.31",1156106.31,Others
25 Mar,"25 Mar Salary Credit 49,791.54 1,205,897.85",1205897.85,Income
25 Mar,"25 Mar ATM Withdrawal 11,224.02 1,194,673.83",1194673.83,Others
26 Mar,"26 Mar Bill Payment - Electricity 14,155.55 1,180,518.28",1180518.28,Utilities
26 Mar,"26 Mar EMI Debit 1,401.71 1,179,116.57",1179116.57,Others
27 Mar,"27 Mar Hotel Booking 14,582.43 1,164,534.14",1164534.14,Others
27 Mar,"27 Mar NEFT Inward 38,336.08 1,202,870.22",1202870.22,Bank Transfer
28 Mar,"28 Mar Freelance Payment 22,879.53 1,225,749.75",1225749.75,Others
28 Mar,"28 Mar Swiggy Order 6,162.76 1,219,586.99",1219586.99,Food
28 Mar,"28 Mar Medical - Pharmacy 17,531.78 1,202,055.21",1202055.21,Others
29 Mar,"29 Mar Mutual Fund SIP 19,605.55 1,182,449.66",1182449.66,Others
01 Apr,"01 Apr Bill Payment - Electricity 15,514.96 1,166,934.70",1166934.7,Utilities
01 Apr,"01 Apr Amazon Purchase 10,642.46 1,156,292.24",1156292.24,Shopping
02 Apr,"02 Apr NEFT Inward 30,275.51 1,186,567.75",1186567.75,Bank Transfer
03 Apr,"03 Apr Insurance Claim 46,476.90 1,233,044.65",1233044.65,Others
05 Apr,"05 Apr Rental Income 47,334.28 1,280,378.93",1280378.93,Rent
05 Apr,"05 Apr Medical - Pharmacy 13,738.53 1,266,640.40",1266640.4,Others
06 Apr,"06 Apr Mutual Fund SIP 2,856.34 1,263,784.06",1263784.06,Others
06 Apr,"06 Apr NEFT Inward 15,904.17 1,279,688.23",1279688.23,Bank Transfer
06 Apr,"06 Apr Hotel Booking 17,593.38 1,262,094.85",1262094.85,Others
08 Apr,"08 Apr Refund - Flipkart 10,430.06 1,272,524.91",1272524.91,Shopping
10 Apr,"10 Apr EMI Debit 1,971.15 1,270,553.76",1270553.76,Others
10 Apr,"10 Apr Freelance Payment 30,504.89 1,301,058.65",1301058.65,Others
12 Apr,"12 Apr Freelance Payment 585.58 1,301,644.23",1301644.23,Others
12 Apr,"12 Apr Refund - Amazon 16,679.55 1,318,323.78",1318323.78,Shopping
14 Apr,"14 Apr Grocery - BigBasket 19,118.66 1,299,205.12",1299205.12,Others
14 Apr,"14 Apr Grocery - BigBasket 10,014.21 1,289,190.91",1289190.91,Others
15 Apr,"15 Apr NEFT Inward 34,317.46 1,323,508.37",1323508.37,Bank Transfer
15 Apr,"15 Apr Flight Ticket - IndiGo 11,522.30 1,311,986.07",1311986.07,Others
16 Apr,"16 Apr Flight Ticket - IndiGo 16,305.79 1,295,680.28",1295680.28,Others
20 Apr,"20 Apr Amazon Purchase 2,244.72 1,293,435.56",1293435.56,Shopping
20 Apr,"20 Apr Bill Payment - Water 3,430.97 1,290,004.59",1290004.59,Utilities
21 Apr,"21 Apr Rental Income 8,185.00 1,298,189.59",1298189.59,Rent
21 Apr,"21 Apr Fuel - HPCL 18,762.58 1,279,427.01",1279427.01,Travel
21 Apr,"21 Apr Bill Payment - Electricity 18,885.82 1,260,541.19",1260541.19,Utilities
22 Apr,"22 Apr FD Maturity 7,498.38 1,268,039.57",1268039.57,Others
22 Apr,"22 Apr Refund - Flipkart 20,512.09 1,288,551.66",1288551.66,Shopping
24 Apr,"24 Apr Bill Payment - Water 18,202.39 1,270,349.27",1270349.27,Utilities
24 Apr,"24 Apr Mutual Fund SIP 1,909.97 1,268,439.30",1268439.3,Others
24 Apr,"24 Apr Fuel - HPCL 11,303.63 1,257,135.67",1257135.67,Travel
25 Apr,"25 Apr Interest Credit 7,206.05 1,264,341.72",1264341.72,Others
26 Apr,"26 Apr Medical - Pharmacy 8,583.75 1,255,757.97",1255757.97,Others
26 Apr,"26 Apr FD Maturity 24,778.03 1,280,536.00",1280536.0,Others
28 Apr,"28 Apr Insurance Premium 12,232.30 1,268,303.70",1268303.7,Others
28 Apr,"28 Apr Insurance Premium 15,748.56 1,252,555.14",1252555.14,Others
01 May,"01 May Amazon Purchase 6,211.68 1,246,343.46",1246343.46,Shopping
02 May,"02 May ATM Withdrawal 10,732.41 1,235,611.05",1235611.05,Others
02 May,"02 May Mobile Recharge 7,759.54 1,227,851.51",1227851.51,Utilities
04 May,"04 May Amazon Purchase 10,527.29 1,217,324.22",1217324.22,Shopping
04 May,"04 May ATM Withdrawal 13,654.55 1,203,669.67",1203669.67,Others
04 May,"04 May Amazon Purchase 2,063.15 1,201,606.52",1201606.52,Shopping
05 May,"05 May Grocery - BigBasket 1,551.97 1,200,054.55",1200054.55,Others
06 May,"06 May Salary Credit 32,200.85 1,232,255.40",1232255.4,Income
06 May,"06 May Insurance Claim 19,383.69 1,251,639.09",1251639.09,Others
06 May,"06 May Interest Credit 14,876.86 1,266,515.95",1266515.95,Others
07 May,"07 May Swiggy Order 19,743.00 1,246,772.95",1246772.95,Food
07 May,"07 May Salary Credit 41,970.47 1,288,743.42",1288743.42,Income
08 May,"08 May Bonus Credit 12,685.57 1,301,428.99",1301428.99,Others
09 May,"09 May Insurance Premium 8,514.53 1,292,914.46",1292914.46,Others
09 May,"09 May Insurance Claim 43,994.71 1,336,909.17",1336909.17,Others
10 May,"10 May Dividend Credit 1,006.26 1,337,915.43",1337915.43,Others
10 May,"10 May Interest Credit 42,210.40 1,380,125.83",1380125.83,Others
11 May,"11 May Insurance Claim 1,016.27 1,381,142.10",1381142.1,Others
11 May,"11 May FD Maturity 34,952.09 1,416,094.19",1416094.19,Others
11 May,"11 May UPI Transfer Received 34,630.22 1,450,724.41",1450724.41,Bank Transfer
14 May,"14 May Amazon Purchase 9,821.88 1,440,902.53",1440902.53,Shopping
15 May,"15 May Bonus Credit 37,134.60 1,478,037.13",1478037.13,Others
15 May,"15 May Insurance Premium 13,930.88 1,464,106.25",1464106.25,Others
16 May,"16 May UPI Transfer Received 28,720.36 1,492,826.61",1492826.61,Bank Transfer
16 May,"16 May Grocery - BigBasket 7,958.63 1,484,867.98",1484867.98,Others
18 May,"18 May Salary Credit 26,152.17 1,511,020.15",1511020.15,Income
18 May,"18 May Swiggy Order 2,275.94 1,508,744.21",1508744.21,Food
18 May,"18 May UPI Transfer Received 19,709.16 1,528,453.37",1528453.37,Bank Transfer
20 May,"20 May Insurance Claim 18,859.64 1,547,313.01",1547313.01,Others
21 May,"21 May Bonus Credit 38,571.76 1,585,884.77",1585884.77,Others
22 May,"22 May ATM Withdrawal 14,525.71 1,571,359.06",1571359.06,Others
24 May,"24 May NEFT Inward 47,545.51 1,618,904.57",1618904.57,Bank Transfer
25 May,"25 May ATM Withdrawal 18,041.10 1,600,863.47",1600863.47,Others
25 May,"25 May Refund - Amazon 8,078.33 1,608,941.80",1608941.8,Shopping
27 May,"27 May Bonus Credit 10,119.79 1,619,061.59",1619061.59,Others
28 May,"28 May Interest Credit 22,306.26 1,641,367.85",1641367.85,Others
28 May,"28 May Amazon Purchase 5,827.35 1,635,540.50",1635540.5,Shopping
28 May,"28 May Salary Credit 48,226.74 1,683,767.24",1683767.24,Income
31 May,"31 May Amazon Purchase 447.49 1,683,319.75",1683319.75,Shopping
31 May,"31 May ATM Withdrawal 6,500.96 1,676,818.79",1676818.79,Others
31 May,"31 May Interest Credit 5,637.73 1,682,456.52",1682456.52,Others
02 Jun,"02 Jun Dividend Credit 3,391.67 1,685,848.19",1685848.19,Others
02 Jun,"02 Jun Swiggy Order 2,480.88 1,683,367.31",1683367.31,Food
02 Jun,"02 Jun Bill Payment - Electricity 800.38 1,682,566.93",1682566.93,Utilities
04 Jun,"04 Jun Insurance Premium 12,931.32 1,669,635.61",1669635.61,Others
04 Jun,"04 Jun Swiggy Order 7,796.67 1,661,838.94",1661838.94,Food
04 Jun,"04 Jun Mobile Recharge 12,290.91 1,649,548.03",1649548.03,Utilities
05 Jun,"05 Jun Flight Ticket - IndiGo 17,981.68 1,631,566.35",1631566.35,Others
05 Jun,"05 Jun Netflix Subscription 7,266.69 1,624,299.66",1624299.66,Others
05 Jun,"05 Jun Dividend Credit 36,683.44 1,660,983.10",1660983.1,Others
06 Jun,"06 Jun UPI Payment 7,424.75 1,653,558.35",1653558.35,Bank Transfer
06 Jun,"06 Jun Salary Credit 15,342.95 1,668,901.30",1668901.3,Income
07 Jun,"07 Jun Interest Credit 44,050.35 1,712,951.65",1712951.65,Others
07 Jun,"07 Jun Mobile Recharge 2,587.98 1,710,363.67",1710363.67,Utilities
07 Jun,"07 Jun Dividend Credit 20,586.72 1,730,950.39",1730950.39,Others
08 Jun,"08 Jun Fuel - HPCL 8,933.47 1,722,016.92",1722016.92,Travel
08 Jun,"08 Jun Fuel - HPCL 6,822.25 1,715,194.67",1715194.67,Travel
08 Jun,"08 Jun Interest Credit 26,731.87 1,741,926.54",1741926.54,Others
09 Jun,"09 Jun Mobile Recharge 11,410.89 1,730,515.65",1730515.65,Utilities
10 Jun,"10 Jun Medical - Pharmacy 15,303.13 1,715,212.52",1715212.52,Others
10 Jun,"10 Jun Dividend Credit 15,691.50 1,730,904.02",1730904.02,Others
10 Jun,"10 Jun Bonus Credit 5,878.18 1,736,782.20",1736782.2,Others
11 Jun,"11 Jun Rental Income 41,727.95 1,778,510.15",1778510.15,Rent
11 Jun,"11 Jun Refund - Flipkart 10,370.78 1,788,880.93",1788880.93,Shopping
11 Jun,"11 Jun Fuel - HPCL 3,218.72 1,785,662.21",1785662.21,Travel
12 Jun,"12 Jun Insurance Claim 22,427.53 1,808,089.74",1808089.74,Others
12 Jun,"12 Jun NEFT Inward 28,585.95 1,836,675.69",1836675.69,Bank Transfer
12 Jun,"12 Jun Rental Income 37,425.60 1,874,101.29",1874101.29,Rent
13 Jun,"13 Jun Grocery - BigBasket 11,543.88 1,862,557.41",1862557.41,Others
14 Jun,"14 Jun Insurance Claim 23,694.70 1,886,252.11",1886252.11,Others
15 Jun,"15 Jun ATM Withdrawal 9,785.03 1,876,467.08",1876467.08,Others
22 Jun,"22 Jun Mobile Recharge 6,334.55 1,870,132.53",1870132.53,Utilities
22 Jun,"22 Jun Interest Credit 7,954.85 1,878,087.38",1878087.38,Others
23 Jun,"23 Jun Mutual Fund SIP 7,322.51 1,870,764.87",1870764.87,Others
23 Jun,"23 Jun Hotel Booking 16,582.26 1,854,182.61",1854182.61,Others
